gene_callers_id	source	accession	function	e_value
203	COG20_CATEGORY	R	General function prediction only	0
204	COG20_FUNCTION	COG4134	ABC-type uncharacterized transport system YnjBCD, periplasmic component (YnjB)	3.4e-144
204	COG20_CATEGORY	R	General function prediction only	0
205	COG20_FUNCTION	COG0398	Uncharacterized membrane protein YdjX, related to fungal oxalate transporter, TVP38/TMEM64 family (TVP38) (PUBMED:20889782)	2.9e-23
205	COG20_CATEGORY	S	Function unknown	0
206	COG20_FUNCTION	COG0482	tRNA U34 2-thiouridine synthase MnmA/TrmU, contains the PP-loop ATPase domain (MnmA) (PDB:2HMA) (PUBMED:25825430)	5.8e-155
206	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
206	COG20_PATHWAY	COG0482	tRNA modification	5.8e-155
207	COG20_FUNCTION	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family (YjhB) (PDB:3GZ5)	3.8e-42
207	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
208	COG20_FUNCTION	COG1187	Pseudouridylate synthase RsuA, specific for 16S rRNA U516  and 23S rRNA U2605 (RsuA) (PDB:1KSK)	1.2e-78
208	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
208	COG20_PATHWAY	COG1187	16S rRNA modification	1.2e-78
209	COG20_FUNCTION	COG0538	Isocitrate dehydrogenase (Icd) (PDB:1IDD)	7.6e-176
209	COG20_CATEGORY	C	Energy production and conversion	0
209	COG20_PATHWAY	COG0538	TCA cycle	7.6e-176
210	COG20_FUNCTION	COG1047	Peptidyl-prolyl cis-trans isomerase, FKBP type (SlpA) (PDB:2M2A)	3.5e-68
210	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
211	COG20_FUNCTION	COG0676	D-hexose-6-phosphate mutarotase (YeaD) (PDB:1JOV)	3.7e-63
211	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
213	COG20_FUNCTION	COG0299	Folate-dependent phosphoribosylglycinamide formyltransferase PurN (PurN) (PDB:1C2T) (PUBMED:25013077)	1.1e-60
213	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
213	COG20_PATHWAY	COG0299	Purine biosynthesis	1.1e-60
214	COG20_FUNCTION	COG0150	Phosphoribosylaminoimidazole (AIR) synthetase (PurM) (PDB:1CLI)	2.9e-152
214	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
214	COG20_PATHWAY	COG0150	Purine biosynthesis	2.9e-152
215	COG20_FUNCTION	COG3249	Uncharacterized conserved protein, DUF2066 domain	2.9e-29
215	COG20_CATEGORY	S	Function unknown	0
216	COG20_FUNCTION	COG0558	Phosphatidylglycerophosphate synthase (PgsA) (PDB:4MND)	9.8e-51
216	COG20_CATEGORY	I	Lipid transport and metabolism	0
216	COG20_PATHWAY	COG0558	Phospholipid biosynthesis	9.8e-51
217	COG20_FUNCTION	COG0628	Predicted PurR-regulated permease PerM (PerM)	1.9e-93
217	COG20_CATEGORY	R	General function prediction only	0
218	COG20_FUNCTION	COG0593	Chromosomal replication initiation ATPase DnaA (DnaA) (PDB:1L8Q)	2.6e-56
218	COG20_CATEGORY	L	Replication, recombination and repair	0
219	COG20_FUNCTION	COG4255	Uncharacterized conserved protein	6.2e-29
219	COG20_CATEGORY	S	Function unknown	0
220	COG20_FUNCTION	COG0608	ssDNA-specific exonuclease RecJ, DHH superfamily, may be involved in archaeal DNA replication intiation (RecJ) (PDB:1IR6)	3.1e-196
220	COG20_CATEGORY	L	Replication, recombination and repair	0
221	COG20_FUNCTION	COG1199	Rad3-related DNA helicase DinG (DinG) (PDB:5H8W)	9.5e-277
221	COG20_CATEGORY	L	Replication, recombination and repair	0
222	COG20_FUNCTION	COG0760	Peptidyl-prolyl isomerase, parvulin family (SurA) (PDB:2ZR5)	1e-40
222	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
223	COG20_FUNCTION	COG0318	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)	0
223	COG20_CATEGORY	I	Lipid transport and metabolism	0
223	COG20_PATHWAY	COG0318	Menaquinone biosynthesis	0
224	COG20_FUNCTION	COG2303	Choline dehydrogenase or related flavoprotein (BetA) (PDB:1B4V)	6.9e-307
224	COG20_CATEGORY	I!!!R	Lipid transport and metabolism!!!General function prediction only	0
224	COG20_PATHWAY	COG2303	Non-phosphorylated Entner-Doudoroff pathway	6.9e-307
225	COG20_FUNCTION	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	2.6e-268
225	COG20_CATEGORY	I	Lipid transport and metabolism	0
225	COG20_PATHWAY	COG1012	Proline degradation	2.6e-268
226	COG20_FUNCTION	COG1773	Flavorubredoxin (NorV) (PDB:4D02)	1.9e-64
226	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
227	COG20_FUNCTION	COG3239	Fatty acid desaturase (DesA)	2.5e-107
227	COG20_CATEGORY	I	Lipid transport and metabolism	0
228	COG20_FUNCTION	COG2909	ATP-, maltotriose- and DNA-dependent transcriptional regulator MalT (MalT)	0
228	COG20_CATEGORY	K	Transcription	0
229	COG20_FUNCTION	COG1251	NAD(P)H-nitrite reductase, large subunit (NirB)	1e-214
229	COG20_CATEGORY	C	Energy production and conversion	0
231	COG20_FUNCTION	COG1566	Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO)	1.3e-12
231	COG20_CATEGORY	V	Defense mechanisms	0
232	COG20_FUNCTION	COG1538	Outer membrane protein TolC (TolC) (PDB:1EK9)	1.3e-154
232	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
233	COG20_FUNCTION	COG0841	Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG)	8.8e-114
233	COG20_CATEGORY	V	Defense mechanisms	0
234	COG20_FUNCTION	COG0158	Fructose-1,6-bisphosphatase (Fbp) (PDB:1BK4)	7.1e-140
234	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
234	COG20_PATHWAY	COG0158	Gluconeogenesis	7.1e-140
236	COG20_FUNCTION	COG1231	Monoamine oxidase (YobN) (PDB:1B37)	1.4e-72
236	COG20_CATEGORY	E	Amino acid transport and metabolism	0
237	COG20_FUNCTION	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG (YdfG) (PDB:3P19)	7.1e-28
237	COG20_CATEGORY	C	Energy production and conversion	0
237	COG20_PATHWAY	COG4221	Pyrimidine degradation	7.1e-28
238	COG20_FUNCTION	COG3577	Predicted aspartyl protease (PDB:5C9F)	3.5e-37
238	COG20_CATEGORY	R	General function prediction only	0
239	COG20_FUNCTION	COG0513	Superfamily II DNA and RNA helicase (SrmB) (PDB:3RRM)	4.3e-166
239	COG20_CATEGORY	L	Replication, recombination and repair	0
240	COG20_FUNCTION	COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO (YcaO) (PDB:4BS9)	8.2e-221
240	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
243	COG20_FUNCTION	COG0546	Phosphoglycolate phosphatase, HAD superfamily (Gph) (PDB:2NYV)	6.3e-69
243	COG20_CATEGORY	C	Energy production and conversion	0
244	COG20_FUNCTION	COG3133	Outer membrane lipoprotein SlyB (SlyB)	4.1e-18
244	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
245	COG20_FUNCTION	COG0044	Dihydroorotase or related cyclic amidohydrolase (AllB) (PDB:1J79)	7.9e-168
245	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
245	COG20_PATHWAY	COG0044	Pyrimidine biosynthesis	7.9e-168
246	COG20_FUNCTION	COG0540	Aspartate carbamoyltransferase, catalytic subunit (PyrB) (PDB:1NBE)	1.3e-151
246	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
246	COG20_PATHWAY	COG0540	Pyrimidine biosynthesis	1.3e-151
247	COG20_FUNCTION	COG2065	Pyrimidine operon attenuation protein PyrR/uracil phosphoribosyltransferase (PyrR) (PDB:1A3C)	2e-61
247	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
247	COG20_PATHWAY	COG2065	Pyrimidine salvage	2e-61
248	COG20_FUNCTION	COG0816	YqgF/RuvX protein, pre-16S rRNA maturation RNase/Holliday junction resolvase/anti-termination factor (YqgF) (PDB:1IV0) (PUBMED:25545592;26817626)	5.6e-51
248	COG20_CATEGORY	J!!!L!!!K	Translation, ribosomal structure and biogenesis!!!Replication, recombination and repair!!!Transcription	0
249	COG20_FUNCTION	COG0569	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain (TrkA) (PDB:4XTT) (PUBMED:23815639;25957408;31868587;32095817)	1.1e-204
249	COG20_CATEGORY	P!!!T	Inorganic ion transport and metabolism!!!Signal transduction mechanisms	0
250	COG20_FUNCTION	COG3569	DNA topoisomerase IB (Top1) (PDB:1A31)	1.8e-114
250	COG20_CATEGORY	L	Replication, recombination and repair	0
252	COG20_FUNCTION	COG0591	Na+/proline symporter (PutP) (PDB:5NVA)	1.9e-227
252	COG20_CATEGORY	E	Amino acid transport and metabolism	0
253	COG20_FUNCTION	COG0263	Glutamate 5-kinase (ProB) (PDB:2W21)	1.9e-191
253	COG20_CATEGORY	E	Amino acid transport and metabolism	0
253	COG20_PATHWAY	COG0263	Proline biosynthesis	1.9e-191
254	COG20_FUNCTION	COG0014	Gamma-glutamyl phosphate reductase (ProA) (PDB:4GHK)	1.1e-203
254	COG20_CATEGORY	E	Amino acid transport and metabolism	0
254	COG20_PATHWAY	COG0014	Proline biosynthesis	1.1e-203
255	COG20_FUNCTION	COG0668	Small-conductance mechanosensitive channel (MscS) (PDB:2OAU)	4.4e-141
255	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
256	COG20_FUNCTION	COG1403	5-methylcytosine-specific restriction endonuclease McrA (McrA)	9.7e-91
256	COG20_CATEGORY	V	Defense mechanisms	0
257	COG20_FUNCTION	COG1185	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase) (Pnp) (PDB:1E3P)	0
257	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
258	COG20_FUNCTION	COG3492	Uncharacterized conserved protein, DUF1244 family (PDB:2O35)	4.7e-44
258	COG20_CATEGORY	S	Function unknown	0
259	COG20_FUNCTION	COG1119	ABC-type molybdenum transport system, ATPase component ModF/photorepair protein PhrA (ModF) (PDB:2IHY)	2.1e-150
259	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
260	COG20_FUNCTION	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE)	1.1e-48
260	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
261	COG20_FUNCTION	COG3296	Uncharacterized Tic20-related protein, DUF4870 domain (Tic20a) (PUBMED:9817756;20100520)	7.6e-37
261	COG20_CATEGORY	R	General function prediction only	0
262	COG20_FUNCTION	COG4628	Uncharacterized conserved protein, DUF2132 family	6.3e-30
262	COG20_CATEGORY	S	Function unknown	0
263	COG20_FUNCTION	COG1432	NYN domain, predicted PIN-related RNAse, tRNA/rRNA maturation (LabA) (PDB:2QIP)	2.2e-59
263	COG20_CATEGORY	R	General function prediction only	0
264	COG20_FUNCTION	COG3619	Uncharacterized membrane protein YoaK, UPF0700 family (YoaK)	1.7e-25
264	COG20_CATEGORY	S	Function unknown	0
265	COG20_FUNCTION	COG1432	NYN domain, predicted PIN-related RNAse, tRNA/rRNA maturation (LabA) (PDB:2QIP)	1.2e-45
265	COG20_CATEGORY	R	General function prediction only	0
266	COG20_FUNCTION	COG1715	Restriction endonuclease Mrr (Mrr)	7.6e-94
266	COG20_CATEGORY	V	Defense mechanisms	0
268	COG20_FUNCTION	COG2378	Predicted DNA-binding transcriptional regulator YobV, contains HTH and WYL domains (YobV)	3.6e-148
268	COG20_CATEGORY	K	Transcription	0
270	COG20_FUNCTION	COG0286	Type I restriction-modification system, DNA methylase subunit (HsdM) (PDB:2AR0) (PUBMED:26872910)	1.1e-245
270	COG20_CATEGORY	V	Defense mechanisms	0
271	COG20_FUNCTION	COG0732	Restriction endonuclease S subunit (HsdS) (PDB:1YDX)	6.6e-100
271	COG20_CATEGORY	V	Defense mechanisms	0
272	COG20_FUNCTION	COG4694	Wobble nucleotide-excising tRNase (RloC) (PUBMED:18681940)	3.4e-32
272	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
273	COG20_FUNCTION	COG0610	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ... (PDB:2W00)	0
273	COG20_CATEGORY	V	Defense mechanisms	0
278	COG20_FUNCTION	COG3505	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase (VirD4) (PDB:1GL6)	0
278	COG20_CATEGORY	U	Intracellular trafficking, secretion, and vesicular transport	0
280	COG20_FUNCTION	COG3451	Type IV secretory pathway, VirB4 component (VirB4)	5.8e-31
280	COG20_CATEGORY	U	Intracellular trafficking, secretion, and vesicular transport	0
286	COG20_FUNCTION	COG2948	Type IV secretory pathway, VirB10 component (VirB10) (PDB:2BHV)	1.3e-16
286	COG20_CATEGORY	U	Intracellular trafficking, secretion, and vesicular transport	0
290	COG20_FUNCTION	COG2253	Predicted nucleotidyltransferase component of viral defense system (PDB:4O8S)	5.1e-177
290	COG20_CATEGORY	V	Defense mechanisms	0
291	COG20_FUNCTION	COG1651	Protein thiol-disulfide isomerase DsbC (DsbG) (PDB:2HI7)	7.2e-128
291	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
292	COG20_FUNCTION	COG3451	Type IV secretory pathway, VirB4 component (VirB4)	2.5e-240
292	COG20_CATEGORY	U	Intracellular trafficking, secretion, and vesicular transport	0
293	COG20_FUNCTION	COG0365	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase (Acs) (PDB:4B2O) (PUBMED:14638756)	8.9e-39
293	COG20_CATEGORY	I	Lipid transport and metabolism	0
294	COG20_FUNCTION	COG3658	Cytochrome b subunit of Ni2+-dependent hydrogenase (CytB)	1.5e-80
294	COG20_CATEGORY	C	Energy production and conversion	0
295	COG20_FUNCTION	COG0289	4-hydroxy-tetrahydrodipicolinate reductase (DapB) (PDB:1ARZ) (PUBMED:29684280)	4.4e-129
295	COG20_CATEGORY	E	Amino acid transport and metabolism	0
295	COG20_PATHWAY	COG0289	Lysine biosynthesis	4.4e-129
296	COG20_FUNCTION	COG0505	Carbamoylphosphate synthase small subunit (CarA) (PDB:1C30)	1.5e-207
296	COG20_CATEGORY	E!!!F	Amino acid transport and metabolism!!!Nucleotide transport and metabolism	0
296	COG20_PATHWAY	COG0505	Arginine biosynthesis	1.5e-207
297	COG20_FUNCTION	COG0458	Carbamoylphosphate synthase large subunit (CarB) (PDB:1C30)	0
297	COG20_CATEGORY	E!!!F	Amino acid transport and metabolism!!!Nucleotide transport and metabolism	0
297	COG20_PATHWAY	COG0458	Arginine biosynthesis	0
298	COG20_FUNCTION	COG0782	Transcription elongation factor, GreA/GreB family (GreA) (PDB:1GRJ)	6.8e-77
298	COG20_CATEGORY	K	Transcription	0
299	COG20_FUNCTION	COG0840	Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)	6.1e-87
299	COG20_CATEGORY	T	Signal transduction mechanisms	0
302	COG20_FUNCTION	COG0642!!!COG0784!!!COG1457	Signal transduction histidine kinase (BaeS) (PDB:1JOY)!!!CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)!!!Purine-cytosine permease or related protein (CodB)	4.7e-64
302	COG20_CATEGORY	T!!!T!!!F	Signal transduction mechanisms!!!Signal transduction mechanisms!!!Nucleotide transport and metabolism	0
303	COG20_FUNCTION	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)	4.2e-206
303	COG20_CATEGORY	E	Amino acid transport and metabolism	0
304	COG20_FUNCTION	COG0559	Branched-chain amino acid ABC-type transport system, permease component (LivH)	1.6e-149
304	COG20_CATEGORY	E	Amino acid transport and metabolism	0
305	COG20_FUNCTION	COG4177	ABC-type branched-chain amino acid transport system, permease component (LivM)	2.5e-146
305	COG20_CATEGORY	E	Amino acid transport and metabolism	0
306	COG20_FUNCTION	COG4674	ABC-type uncharacterized transport system, ATPase component (PUBMED:10686096)	7.8e-110
306	COG20_CATEGORY	R	General function prediction only	0
307	COG20_FUNCTION	COG0410	ABC-type branched-chain amino acid transport system, ATPase component LivF (LivF) (PDB:1JI0) (PUBMED:26527648;32250026)	5.4e-99
307	COG20_CATEGORY	E	Amino acid transport and metabolism	0
308	COG20_FUNCTION	COG0829	Urease accessory protein UreH (UreH) (PDB:3SF5)	3.7e-60
308	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
309	COG20_FUNCTION	COG0831	Urease gamma subunit (UreA) (PDB:1A5K)	1.2e-39
309	COG20_CATEGORY	E	Amino acid transport and metabolism	0
310	COG20_FUNCTION	COG0832	Urease beta subunit (UreB)	4.3e-35
310	COG20_CATEGORY	E	Amino acid transport and metabolism	0
311	COG20_FUNCTION	COG0804	Urease alpha subunit (UreC) (PDB:5A6T)	1.4e-286
311	COG20_CATEGORY	E	Amino acid transport and metabolism	0
312	COG20_FUNCTION	COG2371	Urease accessory protein UreE (UreE) (PDB:1EAR)	1.8e-47
312	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
313	COG20_FUNCTION	COG0830	Urease accessory protein UreF (UreF) (PDB:3SF5)	5.3e-54
313	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
314	COG20_FUNCTION	COG0378	Hydrogenase/urease maturation factor HypB, Ni2+-binding GTPase (HypB) (PDB:2HF8) (PUBMED:24338018;23899293)	1.3e-93
314	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
316	COG20_FUNCTION	COG0329	4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase (DapA) (PDB:2R91) (PUBMED:27574185)	3.1e-86
316	COG20_CATEGORY	E!!!M	Amino acid transport and metabolism!!!Cell wall/membrane/envelope biogenesis	0
316	COG20_PATHWAY	COG0329	Lysine biosynthesis	3.1e-86
317	COG20_FUNCTION	COG1225	Peroxiredoxin (Bcp) (PDB:5IPH)	2.3e-56
317	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
318	COG20_FUNCTION	COG0628	Predicted PurR-regulated permease PerM (PerM)	3.5e-73
318	COG20_CATEGORY	R	General function prediction only	0
319	COG20_FUNCTION	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains (BepA) (PDB:6AIT) (PUBMED:24003122)	1.5e-82
319	COG20_CATEGORY	M!!!O	Cell wall/membrane/envelope biogenesis!!!Posttranslational modification, protein turnover, chaperones	0
320	COG20_FUNCTION	COG3202	ATP/ADP translocase (TlcC)	1.8e-31
320	COG20_CATEGORY	C	Energy production and conversion	0
322	COG20_FUNCTION	COG2885	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins (OmpA) (PDB:1OAP)	1.8e-24
322	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
323	COG20_FUNCTION	COG0823	Periplasmic component TolB of the Tol biopolymer transport system (TolB) (PDB:1C5K)	7e-60
323	COG20_CATEGORY	U	Intracellular trafficking, secretion, and vesicular transport	0
325	COG20_FUNCTION	COG0848	Biopolymer transport protein ExbD (ExbD) (PDB:2JWK)	1.8e-12
325	COG20_CATEGORY	U	Intracellular trafficking, secretion, and vesicular transport	0
326	COG20_FUNCTION	COG0811	Biopolymer transport protein ExbB/TolQ (TolQ) (PDB:5SV0)	7e-51
326	COG20_CATEGORY	U	Intracellular trafficking, secretion, and vesicular transport	0
327	COG20_FUNCTION	COG0824	Acyl-CoA thioesterase FadM (FadM) (PDB:2FUJ)	1.1e-17
327	COG20_CATEGORY	I	Lipid transport and metabolism	0
327	COG20_PATHWAY	COG0824	Menaquinone biosynthesis	1.1e-17
329	COG20_FUNCTION	COG0217	Transcriptional and/or translational regulatory protein YebC/TACO1 (TACO1) (PDB:1KON)	4.2e-18
329	COG20_CATEGORY	K!!!J	Transcription!!!Translation, ribosomal structure and biogenesis	0
330	COG20_FUNCTION	COG0178	Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F)	1.4e-238
330	COG20_CATEGORY	L	Replication, recombination and repair	0
331	COG20_FUNCTION	COG1295	Uncharacterized membrane protein, BrkB/YihY/UPF0761 family (not an RNase) (BrkB)	1.2e-136
331	COG20_CATEGORY	S	Function unknown	0
332	COG20_FUNCTION	COG2863	Cytochrome c553 (CytC553) (PDB:6Q2U)	1.6e-08
332	COG20_CATEGORY	C	Energy production and conversion	0
333	COG20_FUNCTION	COG2010	Cytochrome c, mono- and diheme variants (CccA) (PDB:1A2S)	5.5e-18
333	COG20_CATEGORY	C	Energy production and conversion	0
335	COG20_FUNCTION	COG1225	Peroxiredoxin (Bcp) (PDB:5IPH)	1.8e-45
335	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
337	COG20_FUNCTION	COG3391	DNA-binding beta-propeller fold protein YncE (YncE) (PDB:3VGZ) (PUBMED:22120742;28628661)	1.8e-43
337	COG20_CATEGORY	R	General function prediction only	0
338	COG20_FUNCTION	COG1629	Outer membrane receptor protein, Fe transport (CirA) (PDB:1BY3)	5.1e-175
338	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
339	COG20_FUNCTION	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)	2.8e-33
339	COG20_CATEGORY	K	Transcription	0
340	COG20_FUNCTION	COG0514	Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW)	1.3e-58
340	COG20_CATEGORY	L	Replication, recombination and repair	0
341	COG20_FUNCTION	COG0316!!!COG0694	Fe-S cluster assembly iron-binding protein IscA (IscA) (PDB:1R94)!!!Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain (NifU) (PDB:2Z51)	6.1e-96
341	COG20_CATEGORY	O!!!O	Posttranslational modification, protein turnover, chaperones!!!Posttranslational modification, protein turnover, chaperones	0
342	COG20_FUNCTION	COG2866	Murein tripeptide amidase MpaA (MpaA) (PDB:1ARL)	7.3e-197
342	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
343	COG20_FUNCTION	COG1040	DNA utilization protein ComFC/GntX, contains phosphoribosyltransferase domain (ComFC) (PUBMED:28618091)	8.7e-76
343	COG20_CATEGORY	R	General function prediction only	0
344	COG20_FUNCTION	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)	2.3e-120
344	COG20_CATEGORY	H!!!R	Coenzyme transport and metabolism!!!General function prediction only	0
